Eastern Europe,Cattle,Export Quantity,2005,1214542
Eastern Europe,Cattle,Export Quantity,2006,1448888
Eastern Europe,Cattle,Export Quantity,2007,1235096
Eastern Europe,Cattle,Export Quantity,2008,1073842
Eastern Europe,Cattle,Export Quantity,2009,1213896
Eastern Europe,Cattle,Export Quantity,2010,1179074
Eastern Europe,Cattle,Export Quantity,2011,1090882
Eastern Europe,Cattle,Export Quantity,2012,1060548
Western Europe,Cattle,Export Quantity,1998,2873243
Western Europe,Cattle,Export Quantity,1999,2781582
Western Europe,Cattle,Export Quantity,2000,2748524
Western Europe,Cattle,Export Quantity,2001,2211996
Western Europe,Cattle,Export Quantity,2002,2816122
Western Europe,Cattle,Export Quantity,2003,2925438
Western Europe,Cattle,Export Quantity,2004,2894475
Western Europe,Cattle,Export Quantity,2005,2723851
Western Europe,Cattle,Export Quantity,2006,2520943
Western Europe,Cattle,Export Quantity,2007,2345859
Western Europe,Cattle,Export Quantity,2008,2144063
Western Europe,Cattle,Export Quantity,2009,2524294
Western Europe,Cattle,Export Quantity,2010,2652021
Western Europe,Cattle,Export Quantity,2011,2950088
Western Europe,Cattle,Export Quantity,2012,2605620
Western Europe,Cattle,Export Quantity,2013,2487162
Oceania,Cattle,Export Quantity,1998,1009059
Oceania,Cattle,Export Quantity,1999,1392539
Australia & New Zealand,Cattle,Export Quantity,1998,1009044
Australia & New Zealand,Cattle,Export Quantity,1999,1392539
European Union,Cattle,Export Quantity,1998,4241930
European Union,Cattle,Export Quantity,1999,4358000
European Union,Cattle,Export Quantity,2000,4404115
European Union,Cattle,Export Quantity,2001,3399329
European Union,Cattle,Export Quantity,2002,4093820
European Union,Cattle,Export Quantity,2003,4203872
European Union,Cattle,Export Quantity,2004,4309651
European Union,Cattle,Export Quantity,2005,4323380
European Union,Cattle,Export Quantity,2006,4455906
European Union,Cattle,Export Quantity,2007,4122465
European Union,Cattle,Export Quantity,2008,3764718
European Union,Cattle,Export Quantity,2009,4303046
European Union,Cattle,Export Quantity,2010,4612369
European Union,Cattle,Export Quantity,2011,4728783
European Union,Cattle,Export Quantity,2012,4393333
European Union,Cattle,Export Quantity,2013,4209584
Least Developed Countries,Cattle,Export Quantity,2000,1000173
Least Developed Countries,Cattle,Export Quantity,2001,1022959
Least Developed Countries,Cattle,Export Quantity,2010,1041367
Least Developed Countries,Cattle,Export Quantity,2012,1012732
Least Developed Countries,Cattle,Export Quantity,2013,1576185
Low Income Food Deficit Countries,Cattle,Export Quantity,2010,1063550
Low Income Food Deficit Countries,Cattle,Export Quantity,2013,1451872
Net Food Importing Developing Countries,Cattle,Export Quantity,1999,1020239
Net Food Importing Developing Countries,Cattle,Export Quantity,2000,1046340
Net Food Importing Developing Countries,Cattle,Export Quantity,2001,1087597
Net Food Importing Developing Countries,Cattle,Export Quantity,2004,1082889
Net Food Importing Developing Countries,Cattle,Export Quantity,2005,1045304
Net Food Importing Developing Countries,Cattle,Export Quantity,2006,1085943
Net Food Importing Developing Countries,Cattle,Export Quantity,2008,1065143
Net Food Importing Developing Countries,Cattle,Export Quantity,2010,1189122
Net Food Importing Developing Countries,Cattle,Export Quantity,2011,1179640
Net Food Importing Developing Countries,Cattle,Export Quantity,2012,1206918
Net Food Importing Developing Countries,Cattle,Export Quantity,2013,1831309
Australia,Cattle,Export Quantity,1998,1003630
Australia,Cattle,Export Quantity,1999,1387184
Canada,Cattle,Export Quantity,1998,1318003
Canada,Cattle,Export Quantity,2001,1309886
Canada,Cattle,Export Quantity,2002,1690708
Canada,Cattle,Export Quantity,2006,1045081
Canada,Cattle,Export Quantity,2007,1432703
Canada,Cattle,Export Quantity,2008,1627602
Canada,Cattle,Export Quantity,2009,1092483
Canada,Cattle,Export Quantity,2010,1089264
Canada,Cattle,Export Quantity,2013,1047899
France,Cattle,Export Quantity,1998,1668038
France,Cattle,Export Quantity,1999,1597459
France,Cattle,Export Quantity,2000,1561374
France,Cattle,Export Quantity,2001,1421940
France,Cattle,Export Quantity,2002,1732343
France,Cattle,Export Quantity,2003,1717920
France,Cattle,Export Quantity,2004,1551796
France,Cattle,Export Quantity,2005,1478322
France,Cattle,Export Quantity,2006,1443929
France,Cattle,Export Quantity,2007,1330036
France,Cattle,Export Quantity,2008,1196752
France,Cattle,Export Quantity,2009,1306576
France,Cattle,Export Quantity,2010,1403448
France,Cattle,Export Quantity,2011,1563657
France,Cattle,Export Quantity,2012,1393851
France,Cattle,Export Quantity,2013,1309566
Mexico,Cattle,Export Quantity,2000,1223898
Mexico,Cattle,Export Quantity,2001,1141662
Mexico,Cattle,Export Quantity,2003,1239897
Mexico,Cattle,Export Quantity,2004,1374814
Mexico,Cattle,Export Quantity,2005,1258785
Mexico,Cattle,Export Quantity,2006,1570673
Mexico,Cattle,Export Quantity,2007,1089285
Mexico,Cattle,Export Quantity,2010,1261315
Mexico,Cattle,Export Quantity,2011,1898833
Mexico,Cattle,Export Quantity,2012,1538602
Mexico,Cattle,Export Quantity,2013,1045179
World,Cattle,Export Quantity,1998,9006204
World,Cattle,Export Quantity,1999,9299697
World,Cattle,Export Quantity,2000,9383245
World,Cattle,Export Quantity,2001,8714958
World,Cattle,Export Quantity,2002,9047959
World,Cattle,Export Quantity,2003,7901687
World,Cattle,Export Quantity,2004,8031460
World,Cattle,Export Quantity,2005,8316331
World,Cattle,Export Quantity,2006,9613465
World,Cattle,Export Quantity,2007,9233969
World,Cattle,Export Quantity,2008,9073567
World,Cattle,Export Quantity,2009,9576520
World,Cattle,Export Quantity,2010,10930750
World,Cattle,Export Quantity,2011,10409329
World,Cattle,Export Quantity,2012,10228282
World,Cattle,Export Quantity,2013,10818306
Africa,Cattle,Export Quantity,2008,1044504
Africa,Cattle,Export Quantity,2010,1100703
Africa,Cattle,Export Quantity,2011,1064781
Africa,Cattle,Export Quantity,2012,1102383
Africa,Cattle,Export Quantity,2013,1591695
Americas,Cattle,Export Quantity,1998,2683492
Americas,Cattle,Export Quantity,1999,2425437
Americas,Cattle,Export Quantity,2000,2897754
Americas,Cattle,Export Quantity,2001,3288815
Americas,Cattle,Export Quantity,2002,2997254
Americas,Cattle,Export Quantity,2003,1942098
Americas,Cattle,Export Quantity,2004,1820592
Americas,Cattle,Export Quantity,2005,2234488
Americas,Cattle,Export Quantity,2006,3313439
Americas,Cattle,Export Quantity,2007,3299116
Americas,Cattle,Export Quantity,2008,3096179
Americas,Cattle,Export Quantity,2009,2887949
Americas,Cattle,Export Quantity,2010,3826633
Americas,Cattle,Export Quantity,2011,3495363
Americas,Cattle,Export Quantity,2012,3592165
Americas,Cattle,Export Quantity,2013,3287644
Northern America,Cattle,Export Quantity,1998,1603339
Northern America,Cattle,Export Quantity,1999,1319864
Northern America,Cattle,Export Quantity,2000,1450334
Northern America,Cattle,Export Quantity,2001,1989076
Northern America,Cattle,Export Quantity,2002,1934102
Northern America,Cattle,Export Quantity,2006,1094525
Northern America,Cattle,Export Quantity,2007,1499340
Northern America,Cattle,Export Quantity,2008,1735157
Northern America,Cattle,Export Quantity,2009,1150496
Northern America,Cattle,Export Quantity,2010,1178535
Northern America,Cattle,Export Quantity,2012,1011972
Northern America,Cattle,Export Quantity,2013,1212669
Central America,Cattle,Export Quantity,1999,1008861
Central America,Cattle,Export Quantity,2000,1336678
Central America,Cattle,Export Quantity,2001,1277880
Central America,Cattle,Export Quantity,2002,1043409
Central America,Cattle,Export Quantity,2003,1317470
Central America,Cattle,Export Quantity,2004,1476637
Central America,Cattle,Export Quantity,2005,1388742
Central America,Cattle,Export Quantity,2006,1654423
Central America,Cattle,Export Quantity,2007,1172962
Central America,Cattle,Export Quantity,2009,1013546
Central America,Cattle,Export Quantity,2010,1311008
Central America,Cattle,Export Quantity,2011,1948315
Central America,Cattle,Export Quantity,2012,1584606
Central America,Cattle,Export Quantity,2013,1112509
South America,Cattle,Export Quantity,2010,1337090
Europe,Cattle,Export Quantity,1998,4243084
Europe,Cattle,Export Quantity,1999,4368893
Europe,Cattle,Export Quantity,2000,4434719
Europe,Cattle,Export Quantity,2001,3409871
Europe,Cattle,Export Quantity,2002,4117197
Europe,Cattle,Export Quantity,2003,4255010
Europe,Cattle,Export Quantity,2004,4330953
Europe,Cattle,Export Quantity,2005,4332030
Europe,Cattle,Export Quantity,2006,4471686
Europe,Cattle,Export Quantity,2007,4150159
Europe,Cattle,Export Quantity,2008,3830920
Europe,Cattle,Export Quantity,2009,4368213
Europe,Cattle,Export Quantity,2010,4694018
Europe,Cattle,Export Quantity,2011,4804182
Europe,Cattle,Export Quantity,2012,4457166
Europe,Cattle,Export Quantity,2013,4272489
Eastern Europe,Cattle,Export Quantity,2000,1025589
Eastern Europe,Cattle,Export Quantity,2002,1032654
Eastern Europe,Cattle,Export Quantity,2003,1036395
Eastern Europe,Cattle,Export Quantity,2004,1122516
Eastern Europe,Cattle,Export Quantity,2005,1214542
Eastern Europe,Cattle,Export Quantity,2006,1448888
Eastern Europe,Cattle,Export Quantity,2007,1235096
Eastern Europe,Cattle,Export Quantity,2008,1073842
Eastern Europe,Cattle,Export Quantity,2009,1213896
Eastern Europe,Cattle,Export Quantity,2010,1179074
Eastern Europe,Cattle,Export Quantity,2011,1090882
Eastern Europe,Cattle,Export Quantity,2012,1060548
Western Europe,Cattle,Export Quantity,1998,2873243
Western Europe,Cattle,Export Quantity,1999,2781582
Western Europe,Cattle,Export Quantity,2000,2748524
Western Europe,Cattle,Export Quantity,2001,2211996
Western Europe,Cattle,Export Quantity,2002,2816122
Western Europe,Cattle,Export Quantity,2003,2925438
Western Europe,Cattle,Export Quantity,2004,2894475
Western Europe,Cattle,Export Quantity,2005,2723851
Western Europe,Cattle,Export Quantity,2006,2520943
Western Europe,Cattle,Export Quantity,2007,2345859
Western Europe,Cattle,Export Quantity,2008,2144063
Western Europe,Cattle,Export Quantity,2009,2524294
Western Europe,Cattle,Export Quantity,2010,2652021
Western Europe,Cattle,Export Quantity,2011,2950088
Western Europe,Cattle,Export Quantity,2012,2605620
Western Europe,Cattle,Export Quantity,2013,2487162
Oceania,Cattle,Export Quantity,1998,1009059
Oceania,Cattle,Export Quantity,1999,1392539
Australia & New Zealand,Cattle,Export Quantity,1998,1009044
Australia & New Zealand,Cattle,Export Quantity,1999,1392539
European Union,Cattle,Export Quantity,1998,4241930
European Union,Cattle,Export Quantity,1999,4358000
European Union,Cattle,Export Quantity,2000,4404115
European Union,Cattle,Export Quantity,2001,3399329
European Union,Cattle,Export Quantity,2002,4093820
European Union,Cattle,Export Quantity,2003,4203872
European Union,Cattle,Export Quantity,2004,4309651
European Union,Cattle,Export Quantity,2005,4323380
European Union,Cattle,Export Quantity,2006,4455906
European Union,Cattle,Export Quantity,2007,4122465
European Union,Cattle,Export Quantity,2008,3764718
European Union,Cattle,Export Quantity,2009,4303046
European Union,Cattle,Export Quantity,2010,4612369
European Union,Cattle,Export Quantity,2011,4728783
European Union,Cattle,Export Quantity,2012,4393333
European Union,Cattle,Export Quantity,2013,4209584
Least Developed Countries,Cattle,Export Quantity,2000,1000173
Least Developed Countries,Cattle,Export Quantity,2001,1022959
Least Developed Countries,Cattle,Export Quantity,2010,1041367
Least Developed Countries,Cattle,Export Quantity,2012,1012732
Least Developed Countries,Cattle,Export Quantity,2013,1576185
Low Income Food Deficit Countries,Cattle,Export Quantity,2010,1063550
Low Income Food Deficit Countries,Cattle,Export Quantity,2013,1451872
Net Food Importing Developing Countries,Cattle,Export Quantity,1999,1020239
Net Food Importing Developing Countries,Cattle,Export Quantity,2000,1046340
Net Food Importing Developing Countries,Cattle,Export Quantity,2001,1087597
Net Food Importing Developing Countries,Cattle,Export Quantity,2004,1082889
Net Food Importing Developing Countries,Cattle,Export Quantity,2005,1045304
Net Food Importing Developing Countries,Cattle,Export Quantity,2006,1085943
Net Food Importing Developing Countries,Cattle,Export Quantity,2008,1065143
Net Food Importing Developing Countries,Cattle,Export Quantity,2010,1189122
Net Food Importing Developing Countries,Cattle,Export Quantity,2011,1179640
Net Food Importing Developing Countries,Cattle,Export Quantity,2012,1206918
Net Food Importing Developing Countries,Cattle,Export Quantity,2013,1831309
Australia,Cattle,Export Quantity,1998,1003630
Australia,Cattle,Export Quantity,1999,1387184
Canada,Cattle,Export Quantity,1998,1318003
Canada,Cattle,Export Quantity,2001,1309886
Canada,Cattle,Export Quantity,2002,1690708
Canada,Cattle,Export Quantity,2006,1045081
Canada,Cattle,Export Quantity,2007,1432703
Canada,Cattle,Export Quantity,2008,1627602
Canada,Cattle,Export Quantity,2009,1092483
Canada,Cattle,Export Quantity,2010,1089264
Canada,Cattle,Export Quantity,2013,1047899
France,Cattle,Export Quantity,1998,1668038
France,Cattle,Export Quantity,1999,1597459
France,Cattle,Export Quantity,2000,1561374
France,Cattle,Export Quantity,2001,1421940
France,Cattle,Export Quantity,2002,1732343
France,Cattle,Export Quantity,2003,1717920
France,Cattle,Export Quantity,2004,1551796
France,Cattle,Export Quantity,2005,1478322
France,Cattle,Export Quantity,2006,1443929
France,Cattle,Export Quantity,2007,1330036
France,Cattle,Export Quantity,2008,1196752
France,Cattle,Export Quantity,2009,1306576
France,Cattle,Export Quantity,2010,1403448
France,Cattle,Export Quantity,2011,1563657
France,Cattle,Export Quantity,2012,1393851
France,Cattle,Export Quantity,2013,1309566
Mexico,Cattle,Export Quantity,2000,1223898
Mexico,Cattle,Export Quantity,2001,1141662
Mexico,Cattle,Export Quantity,2003,1239897
Mexico,Cattle,Export Quantity,2004,1374814
Mexico,Cattle,Export Quantity,2005,1258785
Mexico,Cattle,Export Quantity,2006,1570673
Mexico,Cattle,Export Quantity,2007,1089285
Mexico,Cattle,Export Quantity,2010,1261315
Mexico,Cattle,Export Quantity,2011,1898833
Mexico,Cattle,Export Quantity,2012,1538602
Mexico,Cattle,Export Quantity,2013,1045179
World,Cattle,Export Quantity,1998,9006204
World,Cattle,Export Quantity,1999,9299697
World,Cattle,Export Quantity,2000,9383245
World,Cattle,Export Quantity,2001,8714958
World,Cattle,Export Quantity,2002,9047959
World,Cattle,Export Quantity,2003,7901687
World,Cattle,Export Quantity,2004,8031460
World,Cattle,Export Quantity,2005,8316331
World,Cattle,Export Quantity,2006,9613465
World,Cattle,Export Quantity,2007,9233969
World,Cattle,Export Quantity,2008,9073567
World,Cattle,Export Quantity,2009,9576520
World,Cattle,Export Quantity,2010,10930750
World,Cattle,Export Quantity,2011,10409329
World,Cattle,Export Quantity,2012,10228282
World,Cattle,Export Quantity,2013,10818306
Africa,Cattle,Export Quantity,2008,1044504
Africa,Cattle,Export Quantity,2010,1100703
Africa,Cattle,Export Quantity,2011,1064781
Africa,Cattle,Export Quantity,2012,1102383
Africa,Cattle,Export Quantity,2013,1591695
Americas,Cattle,Export Quantity,1998,2683492
Americas,Cattle,Export Quantity,1999,2425437
Americas,Cattle,Export Quantity,2000,2897754
Americas,Cattle,Export Quantity,2001,3288815
Americas,Cattle,Export Quantity,2002,2997254
Americas,Cattle,Export Quantity,2003,1942098
Americas,Cattle,Export Quantity,2004,1820592
Americas,Cattle,Export Quantity,2005,2234488
Americas,Cattle,Export Quantity,2006,3313439
Americas,Cattle,Export Quantity,2007,3299116
Americas,Cattle,Export Quantity,2008,3096179
Americas,Cattle,Export Quantity,2009,2887949
Americas,Cattle,Export Quantity,2010,3826633
Americas,Cattle,Export Quantity,2011,3495363
Americas,Cattle,Export Quantity,2012,3592165
Americas,Cattle,Export Quantity,2013,3287644
Northern America,Cattle,Export Quantity,1998,1603339
Northern America,Cattle,Export Quantity,1999,1319864
Northern America,Cattle,Export Quantity,2000,1450334
Northern America,Cattle,Export Quantity,2001,1989076
Northern America,Cattle,Export Quantity,2002,1934102
Northern America,Cattle,Export Quantity,2006,1094525
Northern America,Cattle,Export Quantity,2007,1499340
Northern America,Cattle,Export Quantity,2008,1735157
Northern America,Cattle,Export Quantity,2009,1150496
Northern America,Cattle,Export Quantity,2010,1178535
Northern America,Cattle,Export Quantity,2012,1011972
Northern America,Cattle,Export Quantity,2013,1212669
Central America,Cattle,Export Quantity,1999,1008861
Central America,Cattle,Export Quantity,2000,1336678
Central America,Cattle,Export Quantity,2001,1277880
Central America,Cattle,Export Quantity,2002,1043409
Central America,Cattle,Export Quantity,2003,1317470
Central America,Cattle,Export Quantity,2004,1476637
Central America,Cattle,Export Quantity,2005,1388742
Central America,Cattle,Export Quantity,2006,1654423
Central America,Cattle,Export Quantity,2007,1172962
Central America,Cattle,Export Quantity,2009,1013546
Central America,Cattle,Export Quantity,2010,1311008
Central America,Cattle,Export Quantity,2011,1948315
Central America,Cattle,Export Quantity,2012,1584606
Central America,Cattle,Export Quantity,2013,1112509
South America,Cattle,Export Quantity,2010,1337090
Europe,Cattle,Export Quantity,1998,4243084
Europe,Cattle,Export Quantity,1999,4368893
Europe,Cattle,Export Quantity,2000,4434719
Europe,Cattle,Export Quantity,2001,3409871
Europe,Cattle,Export Quantity,2002,4117197
Europe,Cattle,Export Quantity,2003,4255010
Europe,Cattle,Export Quantity,2004,4330953
Europe,Cattle,Export Quantity,2005,4332030
Europe,Cattle,Export Quantity,2006,4471686
Europe,Cattle,Export Quantity,2007,4150159
Europe,Cattle,Export Quantity,2008,3830920
Europe,Cattle,Export Quantity,2009,4368213
Europe,Cattle,Export Quantity,2010,4694018
Europe,Cattle,Export Quantity,2011,4804182
Europe,Cattle,Export Quantity,2012,4457166
Europe,Cattle,Export Quantity,2013,4272489
Eastern Europe,Cattle,Export Quantity,2000,1025589
Eastern Europe,Cattle,Export Quantity,2002,1032654
Eastern Europe,Cattle,Export Quantity,2003,1036395
Eastern Europe,Cattle,Export Quantity,2004,1122516
Eastern Europe,Cattle,Export Quantity,2005,1214542
Eastern Europe,Cattle,Export Quantity,2006,1448888
Eastern Europe,Cattle,Export Quantity,2007,1235096
Eastern Europe,Cattle,Export Quantity,2008,1073842
Eastern Europe,Cattle,Export Quantity,2009,1213896
Eastern Europe,Cattle,Export Quantity,2010,1179074
Eastern Europe,Cattle,Export Quantity,2011,1090882
Eastern Europe,Cattle,Export Quantity,2012,1060548
Western Europe,Cattle,Export Quantity,1998,2873243
Western Europe,Cattle,Export Quantity,1999,2781582
Western Europe,Cattle,Export Quantity,2000,2748524
Western Europe,Cattle,Export Quantity,2001,2211996
Western Europe,Cattle,Export Quantity,2002,2816122
Western Europe,Cattle,Export Quantity,2003,2925438
Western Europe,Cattle,Export Quantity,2004,2894475
Western Europe,Cattle,Export Quantity,2005,2723851
Western Europe,Cattle,Export Quantity,2006,2520943
Western Europe,Cattle,Export Quantity,2007,2345859
Western Europe,Cattle,Export Quantity,2008,2144063
Western Europe,Cattle,Export Quantity,2009,2524294
Western Europe,Cattle,Export Quantity,2010,2652021
Western Europe,Cattle,Export Quantity,2011,2950088
Western Europe,Cattle,Export Quantity,2012,2605620
Western Europe,Cattle,Export Quantity,2013,2487162
Oceania,Cattle,Export Quantity,1998,1009059
Oceania,Cattle,Export Quantity,1999,1392539
Australia & New Zealand,Cattle,Export Quantity,1998,1009044
Australia & New Zealand,Cattle,Export Quantity,1999,1392539
European Union,Cattle,Export Quantity,1998,4241930
European Union,Cattle,Export Quantity,1999,4358000
European Union,Cattle,Export Quantity,2000,4404115
European Union,Cattle,Export Quantity,2001,3399329
European Union,Cattle,Export Quantity,2002,4093820
European Union,Cattle,Export Quantity,2003,4203872
European Union,Cattle,Export Quantity,2004,4309651
European Union,Cattle,Export Quantity,2005,4323380
European Union,Cattle,Export Quantity,2006,4455906
European Union,Cattle,Export Quantity,2007,4122465
European Union,Cattle,Export Quantity,2008,3764718
European Union,Cattle,Export Quantity,2009,4303046
European Union,Cattle,Export Quantity,2010,4612369
European Union,Cattle,Export Quantity,2011,4728783
European Union,Cattle,Export Quantity,2012,4393333
European Union,Cattle,Export Quantity,2013,4209584
Least Developed Countries,Cattle,Export Quantity,2000,1000173
Least Developed Countries,Cattle,Export Quantity,2001,1022959
Least Developed Countries,Cattle,Export Quantity,2010,1041367
Least Developed Countries,Cattle,Export Quantity,2012,1012732
Least Developed Countries,Cattle,Export Quantity,2013,1576185
Low Income Food Deficit Countries,Cattle,Export Quantity,2010,1063550
Low Income Food Deficit Countries,Cattle,Export Quantity,2013,1451872
Net Food Importing Developing Countries,Cattle,Export Quantity,1999,1020239
Net Food Importing Developing Countries,Cattle,Export Quantity,2000,1046340
Net Food Importing Developing Countries,Cattle,Export Quantity,2001,1087597
Net Food Importing Developing Countries,Cattle,Export Quantity,2004,1082889
Net Food Importing Developing Countries,Cattle,Export Quantity,2005,1045304
Net Food Importing Developing Countries,Cattle,Export Quantity,2006,1085943
Net Food Importing Developing Countries,Cattle,Export Quantity,2008,1065143
Net Food Importing Developing Countries,Cattle,Export Quantity,2010,1189122
Net Food Importing Developing Countries,Cattle,Export Quantity,2011,1179640
Net Food Importing Developing Countries,Cattle,Export Quantity,2012,1206918
Net Food Importing Developing Countries,Cattle,Export Quantity,2013,1831309
